RPM,Vibration,Pressure,Humidity,Voltage,Current,Load,Operating_Hours,Machine_Mode,Maintenance_Level,Shift_Type,Temperature,Defective
3132,1.38,115.54,55.58,240.71,21.76,39.13,1754,Standard,Average,Night,63.82,1
4176,3.87,44.7,50.02,211.62,39.94,53.32,4941,High-Speed,Good,Morning,68.78,1
2300,5.77,105.96,48.99,214.92,31.82,63.7,4141,Eco,Good,Night,61.13,1
1085,2.05,36.88,76.44,218.12,34.0,35.86,5124,Standard,Good,Evening,44.96,0
4295,5.16,105.39,33.12,226.08,39.09,63.32,9139,Standard,Average,Night,81.91,1
2865,5.37,21.32,30.77,243.83,10.31,36.8,9159,Standard,Average,Morning,58.49,1
1568,1.39,71.18,77.73,223.85,42.49,14.99,9065,High-Speed,Poor,Morning,63.71,1
3857,4.56,96.94,58.63,236.18,36.75,10.23,8834,Standard,Average,Night,71.57,1
2961,6.2,113.48,37.85,238.37,30.98,19.1,4517,High-Speed,Good,Night,80.22,1
4093,4.04,110.92,44.13,233.45,45.04,81.3,9077,Standard,Average,Morning,79.1,1
1746,0.2,101.96,85.95,224.29,36.51,96.53,4735,Eco,Good,Night,53.1,0
4135,0.17,108.82,81.57,233.08,14.08,48.43,2983,Eco,Poor,Morning,62.82,1
4950,2.92,39.92,72.59,223.69,24.34,56.14,5984,Standard,Average,Morning,63.89,1
2281,7.42,48.42,58.93,213.35,27.23,23.22,548,Standard,Average,Evening,63.97,1
2701,1.91,48.9,61.22,249.71,7.48,59.59,3410,Eco,Average,Evening,49.76,1
4251,5.11,57.71,88.51,215.09,47.96,23.02,4685,Standard,Good,Night,69.01,1
4864,1.85,59.33,87.95,212.89,10.79,65.01,8208,Standard,Good,Evening,65.51,1
854,2.64,74.46,42.92,245.14,36.39,93.99,4509,Eco,Poor,Morning,58.15,1
2623,6.8,35.99,78.67,222.07,27.78,27.61,7973,Standard,Poor,Evening,69.2,1
4262,5.86,89.12,41.83,236.01,6.15,78.81,6151,High-Speed,Poor,Morning,86.64,1
3879,0.85,36.76,42.81,223.16,46.61,12.12,8676,Standard,Average,Evening,57.14,0
1632,3.49,51.03,70.57,225.66,43.33,43.79,394,Standard,Average,Evening,55.32,1
3606,0.33,70.33,54.3,220.48,28.59,19.97,1338,Standard,Good,Morning,50.26,1
3290,3.9,99.64,85.89,223.72,15.3,41.72,8141,Standard,Average,Evening,66.16,1
1127,5.33,93.95,35.34,226.43,10.47,25.62,2916,Eco,Average,Evening,48.68,0
4110,1.04,84.55,60.69,238.82,21.35,43.6,1198,Standard,Good,Evening,59.92,1
4100,2.38,35.58,85.11,230.46,16.49,47.58,1837,Standard,Average,Evening,60.49,1
4475,3.24,74.7,84.25,247.74,27.8,37.05,2289,Standard,Average,Morning,69.46,1
3854,7.36,28.74,39.39,211.68,48.49,69.1,2865,Eco,Poor,Morning,67.83,1
2943,7.95,57.74,52.0,230.12,30.87,92.7,1322,Eco,Average,Morning,66.23,1
2111,0.45,61.35,67.15,233.37,45.05,46.05,6649,High-Speed,Average,Morning,63.87,1
3991,6.11,23.98,39.56,246.81,34.29,27.31,510,Standard,Average,Evening,66.53,1
3338,3.04,47.4,88.08,211.97,26.39,34.37,3045,Standard,Good,Night,56.77,1
4783,3.2,115.56,84.88,232.94,43.46,86.86,8202,Standard,Good,Evening,74.32,1
964,6.06,115.36,40.02,244.15,26.21,61.45,4886,High-Speed,Good,Evening,71.19,1
1622,7.36,55.23,37.27,219.68,44.09,50.95,9169,Standard,Average,Evening,64.38,1
1743,7.61,24.31,35.12,245.05,18.12,23.47,886,Standard,Good,Morning,48.9,0
1574,4.66,37.91,84.57,210.76,10.8,50.48,2209,High-Speed,Average,Night,64.32,1
2998,2.92,59.22,41.62,239.3,43.49,35.06,5546,Standard,Average,Night,61.24,1
3956,6.32,114.78,54.98,247.32,31.43,94.88,5935,Eco,Average,Evening,78.43,1
4495,2.08,34.12,56.93,236.29,45.01,89.57,2086,Eco,Poor,Morning,61.34,1
4252,4.56,96.35,65.94,227.56,47.2,17.55,8226,High-Speed,Average,Night,83.66,1
1714,2.93,30.87,34.3,211.8,7.41,56.5,9170,High-Speed,Average,Morning,60.08,0
2108,5.29,118.13,43.61,246.8,27.54,30.26,7400,Standard,Good,Night,63.53,1
4977,2.0,58.16,85.89,228.81,21.87,46.97,9899,Standard,Average,Night,74.28,1
1313,1.61,97.52,84.5,211.16,33.16,88.92,5809,Standard,Good,Morning,57.03,0
2720,7.35,54.26,76.88,237.59,40.71,57.48,2503,Standard,Average,Night,69.81,1
4394,0.9,82.77,31.16,229.27,17.63,40.08,8362,Standard,Poor,Night,70.62,1
2209,4.1,39.2,49.62,214.97,30.06,28.71,4501,Eco,Average,Night,54.65,0
3990,1.84,34.6,67.68,218.57,36.89,82.03,6801,High-Speed,Average,Evening,72.43,1
2355,0.41,113.81,46.51,212.58,11.05,66.21,3395,High-Speed,Poor,Morning,73.99,1
1604,0.38,111.76,84.58,232.97,41.63,52.13,9053,Standard,Average,Evening,61.57,1
2079,1.48,108.75,68.03,234.88,32.27,29.57,2221,Standard,Average,Evening,59.54,1
4377,6.95,82.54,34.31,230.23,47.73,40.08,3682,Eco,Average,Morning,70.62,1
3701,2.33,100.83,84.54,242.68,20.28,96.39,4297,Standard,Good,Evening,73.15,1
2187,7.61,26.9,87.47,244.44,9.87,56.81,9921,Standard,Average,Evening,62.37,1
3561,4.69,53.48,34.66,234.62,27.79,46.06,5800,Standard,Poor,Morning,66.05,1
3479,3.55,51.37,61.94,210.51,8.86,56.93,7332,Standard,Good,Morning,57.13,1
2906,4.68,83.56,48.2,237.81,48.63,80.11,4388,Standard,Average,Morning,71.97,1
3568,4.18,55.6,53.57,226.72,6.74,40.61,1185,High-Speed,Good,Evening,60.16,1
4753,6.09,34.85,40.78,232.62,38.91,26.08,8745,Eco,Good,Evening,56.62,1
3986,2.33,79.65,64.68,235.96,28.63,62.64,2721,Standard,Good,Morning,60.38,1
4080,2.89,101.44,87.48,224.01,21.59,69.87,8910,High-Speed,Average,Night,88.12,1
3373,7.16,58.21,60.18,246.68,7.96,74.14,8928,Standard,Average,Morning,71.31,1
3399,7.58,33.23,34.97,215.36,33.0,89.38,2448,Standard,Average,Evening,67.82,1
4833,7.15,39.67,67.2,236.86,31.33,43.41,4974,Standard,Average,Night,77.47,1
1036,3.41,43.75,50.41,210.17,17.64,16.78,3136,High-Speed,Average,Night,61.71,0
2104,6.26,49.99,81.36,246.99,45.96,96.25,2449,Eco,Average,Morning,60.04,1
4230,3.86,84.28,56.08,214.5,18.68,49.15,5843,Standard,Good,Night,68.38,1
2101,4.03,80.09,41.57,213.8,25.24,66.09,4532,Eco,Poor,Night,63.99,1
3341,1.72,89.61,41.47,223.32,29.47,69.97,6275,Eco,Good,Evening,56.85,1
2851,4.77,56.25,76.13,224.94,9.51,59.19,7365,Standard,Good,Evening,58.62,1
1241,1.57,102.4,45.94,218.57,46.95,28.47,6203,Eco,Average,Morning,51.67,0
2876,2.72,40.41,76.03,233.4,21.85,77.96,7458,High-Speed,Average,Evening,70.99,1
3980,6.85,66.9,42.35,227.72,8.64,82.34,9363,High-Speed,Average,Evening,84.89,1
3457,1.74,100.09,49.3,211.37,22.43,59.77,2131,Standard,Good,Night,58.97,0
4598,0.66,38.02,57.93,222.79,32.01,53.97,1349,Standard,Poor,Evening,61.66,0
1604,0.65,30.99,86.59,242.42,28.11,20.25,9587,Standard,Average,Evening,46.71,0
874,7.53,108.37,85.9,237.59,36.25,17.56,6908,High-Speed,Average,Morning,73.82,1
2975,4.1,54.29,42.41,238.99,7.5,40.56,3656,Standard,Good,Morning,54.98,1
4724,3.33,88.39,51.49,237.92,17.8,37.98,8619,Eco,Good,Morning,58.63,1
2889,6.51,22.53,38.96,222.44,41.87,95.83,9088,High-Speed,Average,Morning,75.7,1
840,6.7,89.0,60.6,213.99,8.6,80.53,5399,Standard,Poor,Evening,70.39,1
2881,2.72,51.61,57.63,220.9,43.5,69.39,3194,Standard,Average,Night,64.8,1
2422,5.58,25.57,84.05,243.27,9.14,56.59,3077,High-Speed,Poor,Evening,70.4,1
1141,6.19,80.98,85.8,249.22,42.55,25.06,1062,High-Speed,Good,Evening,63.14,0
4852,5.27,44.08,53.01,229.75,21.24,98.06,5825,Standard,Good,Evening,67.05,1
2874,1.3,58.68,59.5,210.39,32.55,43.75,5589,Standard,Good,Morning,55.27,0
1445,7.02,28.06,83.77,215.6,11.88,19.62,1368,High-Speed,Average,Morning,62.94,1
1409,4.36,34.72,78.4,222.88,7.98,54.44,5379,Standard,Average,Morning,50.23,1
1254,2.33,49.8,30.22,233.14,14.72,88.66,472,Standard,Poor,Evening,58.66,0
3753,3.46,28.98,49.2,213.0,10.75,89.86,4480,Eco,Average,Morning,58.69,1
2508,0.4,111.08,55.31,247.73,19.06,10.99,7717,High-Speed,Poor,Morning,71.47,1
4272,1.11,20.6,43.78,224.6,28.15,89.77,9896,Standard,Good,Evening,56.59,1
3769,6.15,68.39,41.97,246.5,31.49,34.43,6379,Eco,Poor,Night,70.33,1
3828,0.1,32.32,32.27,241.22,40.54,13.51,195,High-Speed,Good,Evening,53.28,0
3481,3.39,50.77,68.6,240.22,34.53,86.3,4469,Standard,Average,Night,72.73,1
4429,4.23,112.61,45.75,234.27,32.39,87.75,4041,High-Speed,Average,Evening,85.39,1
3867,0.53,36.17,33.14,235.07,23.53,63.66,7121,Eco,Poor,Evening,55.49,1
2186,7.79,116.58,43.86,235.52,26.32,61.7,9492,Standard,Average,Evening,74.14,1
4576,1.89,40.58,78.11,235.15,23.65,83.18,4044,Standard,Average,Night,67.56,1
3666,2.5,94.16,81.09,232.15,42.9,80.77,5968,Standard,Good,Morning,68.83,1
4163,2.5,74.67,58.98,249.46,15.35,90.11,5496,Standard,Poor,Morning,73.21,1
4924,1.92,108.45,54.96,239.29,5.26,59.75,8141,High-Speed,Good,Morning,77.82,1
948,0.11,75.4,88.67,241.08,34.31,97.09,231,Standard,Good,Evening,49.16,0
4650,5.86,73.46,42.03,244.9,14.11,99.65,7390,High-Speed,Poor,Night,91.9,1
2858,7.74,39.55,42.92,218.63,45.06,20.49,9682,Eco,Good,Morning,53.56,1
1936,1.87,36.62,47.51,213.35,43.66,86.46,6616,Standard,Average,Morning,58.64,0
986,5.34,111.65,40.37,229.32,8.45,54.98,9441,Eco,Good,Night,57.88,1
3654,5.96,52.78,52.76,230.56,9.79,44.88,6006,Standard,Poor,Evening,73.4,1
2050,6.8,57.21,84.65,243.17,27.28,65.18,907,Standard,Poor,Evening,70.82,1
2133,3.44,95.98,66.92,227.75,32.42,15.04,150,High-Speed,Average,Night,68.02,1
4993,2.49,53.88,54.72,232.83,17.37,55.58,5377,Standard,Average,Evening,68.19,1
4950,2.67,115.21,86.06,231.08,37.26,88.38,155,Standard,Good,Evening,75.54,1
3511,5.73,93.79,32.91,211.53,31.77,29.21,3764,Standard,Good,Morning,65.86,1
2585,6.55,79.74,42.62,234.61,19.62,48.38,843,Eco,Good,Morning,55.59,1
1550,1.53,108.09,63.95,243.12,6.14,94.55,6130,Eco,Poor,Evening,64.56,1
2562,3.03,24.96,66.93,216.3,38.76,48.57,8231,Standard,Poor,Evening,62.45,1
4720,7.23,45.71,32.37,233.77,14.66,42.25,179,Standard,Average,Night,75.31,1
1281,6.47,66.5,54.18,233.74,42.55,49.65,3066,High-Speed,Average,Night,72.22,1
953,7.88,42.7,68.95,216.57,23.91,56.75,3828,Standard,Average,Night,61.57,1
2324,6.06,94.39,71.88,214.94,30.97,66.88,4636,Standard,Average,Morning,71.22,1
2920,3.21,111.92,68.29,249.2,44.28,82.06,225,Standard,Poor,Night,77.69,1
3143,4.77,62.38,49.23,225.75,43.86,50.69,5913,High-Speed,Average,Evening,75.27,1
2040,5.32,54.21,35.61,219.1,21.72,83.57,8510,Eco,Average,Morning,56.16,1
860,0.72,116.16,55.63,216.85,14.4,58.03,1047,Standard,Average,Evening,56.19,0
1738,4.4,64.49,37.73,236.7,39.88,40.46,694,Standard,Good,Morning,49.99,0
2439,5.7,68.9,86.86,234.38,24.49,69.22,5130,High-Speed,Poor,Morning,79.99,1
4920,1.42,55.16,58.51,235.74,13.64,74.6,240,Eco,Good,Night,55.27,1
4369,6.27,110.95,49.04,213.52,45.7,60.22,3155,Standard,Average,Evening,78.36,1
2052,4.71,76.9,75.98,245.74,13.91,15.1,9922,Standard,Good,Morning,55.8,0
971,7.62,96.22,59.88,225.57,6.16,25.29,9168,Standard,Average,Evening,65.24,1
2258,0.44,101.18,48.6,222.53,5.91,35.68,4305,Eco,Average,Night,53.36,0
4349,2.2,54.18,78.72,228.49,33.0,35.44,5271,Eco,Average,Evening,58.56,1
4997,4.85,63.37,82.03,225.6,34.78,70.61,7882,Standard,Good,Morning,73.11,1
3122,2.44,104.85,70.38,244.54,19.0,11.65,2760,Standard,Average,Morning,61.75,1
2436,5.74,56.33,32.82,247.17,19.4,78.01,6956,Eco,Average,Morning,59.7,1
3915,6.1,99.39,63.98,222.14,20.28,33.88,6189,Standard,Good,Night,70.96,1
4890,0.91,114.1,75.8,244.56,35.61,37.9,5418,Eco,Average,Evening,65.51,1
3804,4.16,82.32,38.19,241.26,7.62,57.51,2652,High-Speed,Average,Evening,77.84,1
1129,4.12,94.16,43.72,247.23,46.81,29.43,3711,Standard,Average,Evening,57.53,1
4440,3.02,100.51,82.95,219.83,15.01,89.6,8162,High-Speed,Average,Night,89.66,1
4694,7.47,104.5,31.21,233.08,49.99,17.68,1140,Standard,Average,Evening,76.8,1
4907,6.64,59.51,75.16,220.98,12.72,49.99,8606,High-Speed,Average,Evening,84.97,1
2141,5.61,25.13,58.43,242.96,39.72,86.45,7703,Standard,Good,Morning,57.18,1
4463,5.74,60.19,56.81,210.21,15.05,65.43,4272,Standard,Good,Morning,66.3,1
1015,3.75,87.38,30.43,232.59,8.64,36.31,3046,Standard,Poor,Night,61.91,1
1138,7.38,65.04,79.16,223.57,44.37,47.87,3336,Standard,Average,Night,67.09,1
4862,5.59,94.9,51.59,222.91,43.64,73.6,3780,Standard,Good,Night,78.16,1
3508,5.86,55.7,62.45,235.8,23.16,97.59,4907,Standard,Good,Night,66.68,1
3952,6.91,83.47,70.64,244.06,36.61,90.38,1637,Eco,Good,Night,67.96,1
2550,2.27,38.64,72.16,234.37,30.07,40.82,3972,Standard,Average,Evening,52.89,0
3221,6.48,94.94,87.36,244.13,43.38,99.84,1967,Standard,Good,Night,74.25,1
1509,1.64,74.57,61.88,220.58,19.18,10.32,1261,Eco,Good,Evening,44.38,0
4526,2.83,40.41,53.98,230.78,28.57,12.49,4020,Standard,Average,Morning,60.49,1
4442,2.75,49.19,87.22,228.02,26.84,84.15,5793,Standard,Average,Morning,72.52,1
4793,7.83,94.86,68.53,210.47,20.93,27.95,3982,High-Speed,Average,Night,89.32,1
1288,6.87,68.26,47.89,232.27,45.12,15.47,7838,Eco,Average,Morning,55.76,1
846,5.64,41.6,37.59,236.46,12.46,31.34,8556,Standard,Good,Night,51.67,0
4159,5.84,116.73,80.55,233.68,11.73,48.35,6431,High-Speed,Good,Morning,79.49,1
1200,4.54,91.51,51.73,239.45,30.96,75.75,5282,Standard,Good,Morning,57.46,0
4790,7.58,115.71,69.63,232.85,34.59,66.19,9594,Standard,Good,Morning,77.62,1
3957,4.02,62.71,58.25,212.67,13.76,31.39,9486,High-Speed,Average,Morning,71.74,1
1190,3.11,67.51,41.94,214.66,22.58,55.29,1626,Standard,Average,Morning,49.62,0
4653,1.39,109.8,66.1,233.86,47.6,93.36,8231,Standard,Good,Morning,72.52,1
1428,6.31,72.5,33.64,221.0,16.1,83.35,4494,High-Speed,Average,Night,71.03,1
3730,5.9,90.73,54.8,213.19,35.08,39.09,1258,High-Speed,Average,Morning,81.5,1
2321,3.14,45.22,62.8,227.18,38.31,98.4,4467,Standard,Average,Morning,61.47,0
1626,0.3,64.67,56.16,232.17,25.17,73.78,4730,Eco,Poor,Morning,53.24,1
2300,6.73,32.34,74.92,223.15,47.19,15.62,3613,Standard,Average,Evening,59.31,0
4094,0.19,40.6,79.68,238.82,38.15,13.16,1244,Eco,Average,Evening,48.45,0
3219,5.66,20.09,76.27,235.75,25.61,25.16,168,Eco,Average,Evening,53.67,1
1734,7.77,23.93,32.33,223.31,30.62,75.51,3817,Standard,Good,Morning,57.91,0
3842,3.56,117.73,41.65,240.19,36.17,26.54,9118,High-Speed,Good,Morning,78.41,1
2266,1.96,44.24,62.2,235.95,31.65,56.03,9461,High-Speed,Good,Evening,61.0,0
4361,5.67,86.33,86.09,235.5,44.54,18.39,9275,Standard,Average,Night,74.89,1
1414,6.56,103.91,80.1,232.14,21.06,92.88,9744,Standard,Good,Morning,64.01,1
1982,4.42,75.07,80.55,210.46,18.49,40.96,9331,Eco,Good,Evening,49.52,0
4023,7.74,35.31,48.19,237.86,14.62,91.73,4823,Eco,Average,Morning,67.11,1
3467,0.51,92.81,55.77,225.04,6.7,95.04,4313,Eco,Good,Morning,53.34,0
930,4.09,80.03,58.24,247.7,6.94,10.55,6513,High-Speed,Poor,Evening,65.37,1
3783,5.78,93.13,39.44,242.72,44.15,51.77,3566,Eco,Good,Evening,61.61,1
838,6.91,96.97,31.86,233.51,35.53,12.22,3126,High-Speed,Average,Morning,65.08,1
4759,1.52,117.54,86.81,220.09,34.72,91.78,7098,Standard,Average,Morning,77.22,1
4387,6.42,77.36,44.44,218.15,32.66,56.66,2847,Eco,Poor,Night,77.04,1
1720,4.47,54.16,44.4,223.62,43.21,16.74,7371,Eco,Average,Night,51.53,1
3569,3.23,84.85,35.0,229.06,26.61,19.92,6271,Standard,Average,Night,67.34,1
4911,1.14,26.84,85.71,221.84,44.17,44.52,3955,High-Speed,Good,Evening,67.78,0
1292,6.94,109.74,64.78,230.6,21.18,94.62,8853,Standard,Good,Evening,62.61,1
1931,1.34,31.94,70.02,216.61,46.7,72.36,2303,Standard,Good,Morning,50.5,0
4321,2.55,52.78,84.69,249.11,36.44,88.09,3519,Standard,Average,Morning,69.44,1
1110,2.39,101.57,50.74,214.32,16.57,42.98,1244,Standard,Good,Evening,52.17,0
1538,6.98,79.73,67.29,247.28,30.38,13.89,2799,High-Speed,Average,Evening,68.03,1
4041,5.41,59.36,32.33,246.54,28.99,97.69,9843,Standard,Good,Morning,70.08,1
1345,6.39,67.34,41.21,231.01,11.21,11.55,660,Standard,Average,Night,59.8,1
3261,2.08,105.45,79.87,239.0,31.61,95.29,1287,Standard,Average,Morning,67.44,1
2604,5.04,54.0,76.01,227.44,19.17,43.18,3233,Standard,Good,Morning,57.38,1
4012,4.62,106.96,51.04,235.2,7.36,10.91,3511,Standard,Good,Morning,62.82,1
4610,6.68,28.81,52.61,223.62,47.69,72.02,1789,Eco,Average,Evening,66.42,1
1613,7.26,97.68,62.01,222.05,33.87,98.25,4507,Standard,Good,Morning,65.95,1
4924,0.2,104.75,30.01,233.13,44.46,96.91,2523,High-Speed,Poor,Morning,84.04,1
2832,5.42,38.18,44.47,229.93,35.42,24.48,1469,Standard,Good,Evening,53.92,0
1044,0.51,63.03,42.49,233.18,21.06,26.31,6107,Eco,Average,Evening,40.55,0
1071,4.44,36.55,45.03,221.47,28.07,60.9,6828,High-Speed,Poor,Evening,67.4,1
4311,2.37,90.66,78.35,224.68,35.41,67.36,8872,Standard,Poor,Morning,77.03,1
2571,2.52,73.53,46.78,213.36,48.21,76.55,1076,Eco,Poor,Evening,61.68,1
2062,2.89,83.53,41.49,212.09,16.42,26.29,4372,Standard,Good,Evening,48.88,0
3224,5.01,39.65,60.26,220.14,44.37,96.31,6597,Standard,Poor,Morning,70.66,1
1720,2.74,41.17,81.94,212.97,46.58,67.49,218,Standard,Average,Night,55.78,1
4230,5.89,24.15,44.48,214.15,35.17,86.23,1642,Standard,Average,Evening,72.72,1
3424,3.3,52.21,34.71,242.52,46.91,58.61,4962,Standard,Average,Morning,63.17,0
4560,0.64,75.97,51.38,211.55,22.9,47.28,3143,Standard,Good,Night,60.59,1
2850,6.29,105.79,74.86,236.36,47.89,97.95,1072,High-Speed,Average,Night,85.58,1
4300,2.36,86.69,63.04,220.9,36.63,62.39,1015,Eco,Average,Night,65.99,1
1965,3.52,63.54,79.01,244.86,6.89,88.02,6721,High-Speed,Average,Evening,71.17,1
1175,5.52,115.31,87.58,229.4,45.81,95.8,9729,Standard,Average,Morning,67.77,1
2833,2.73,91.92,77.56,222.22,26.8,70.78,686,Standard,Good,Morning,59.54,1
945,0.55,113.02,66.23,230.71,25.71,59.4,8642,Standard,Average,Evening,56.2,1
1231,3.05,72.76,59.6,225.28,30.49,10.32,5725,Standard,Average,Night,56.17,1
1504,7.56,45.89,32.4,232.57,11.72,13.6,7454,Eco,Good,Evening,49.73,0
3432,5.17,25.28,89.06,214.58,26.11,28.08,4691,High-Speed,Average,Night,70.57,1
1763,5.4,92.61,53.01,249.88,42.4,26.74,2662,Eco,Good,Morning,49.22,0
3034,5.1,32.13,39.13,227.02,5.7,32.93,6939,Eco,Average,Evening,53.79,1
2841,1.67,50.28,70.0,223.93,17.28,37.44,8564,Standard,Good,Night,56.68,1
2628,3.4,73.25,47.06,238.41,5.11,42.41,3027,Standard,Poor,Night,67.11,1
2908,6.03,76.44,65.15,224.56,23.71,47.85,6295,Eco,Average,Night,65.0,1
4868,0.9,80.06,65.21,243.33,37.77,18.9,6376,High-Speed,Average,Night,75.08,1
1738,2.3,36.63,56.74,228.17,40.94,13.81,4390,High-Speed,Good,Evening,51.95,0
1606,2.28,57.97,80.17,238.78,47.53,70.66,5982,Standard,Good,Evening,50.59,1
2263,3.51,81.72,45.9,214.3,32.38,58.36,6546,Standard,Average,Night,66.7,1
4215,7.84,116.98,56.92,243.84,16.46,49.97,5267,Standard,Good,Evening,78.22,1
810,0.63,92.76,62.26,239.43,46.59,67.1,1622,Standard,Average,Morning,52.25,0
2668,4.2,112.26,69.82,218.47,39.89,84.49,9123,Standard,Good,Evening,67.69,1
1684,1.52,96.22,77.04,215.81,30.85,48.49,661,High-Speed,Good,Evening,58.86,0
4364,7.77,79.17,53.69,222.65,36.3,67.7,3640,High-Speed,Poor,Morning,89.34,1
2189,1.0,39.2,68.76,249.04,46.59,95.82,1579,High-Speed,Good,Evening,57.79,0
4201,3.29,86.67,39.04,220.27,37.06,85.57,6777,Standard,Average,Morning,72.09,1
1624,5.93,82.34,85.96,228.25,21.58,48.34,1305,Eco,Poor,Evening,63.76,1
3065,5.67,80.25,52.98,211.2,37.09,68.02,6760,Standard,Average,Night,74.75,1
1736,3.44,68.98,73.77,225.89,6.81,25.94,8948,Standard,Good,Evening,50.12,1
3600,2.84,72.87,31.22,232.85,22.39,60.45,689,Standard,Good,Night,60.88,1
3353,3.24,53.44,42.31,248.12,23.28,98.32,4426,Standard,Good,Morning,60.81,0
4645,2.19,71.93,59.22,230.67,12.51,56.65,5004,Standard,Good,Night,62.83,1
2596,1.72,39.76,82.7,242.76,6.04,93.49,9663,High-Speed,Good,Morning,61.76,0
853,3.92,100.52,61.64,231.89,11.0,46.66,6521,Standard,Poor,Morning,64.16,1
1526,2.22,38.58,85.79,211.63,34.46,99.9,3859,High-Speed,Average,Night,66.03,1
3536,2.37,28.5,59.03,222.6,41.1,62.13,9039,Eco,Poor,Night,58.71,1
3970,5.29,63.62,59.43,233.02,49.47,13.8,8755,Eco,Poor,Morning,62.48,1
2713,7.75,85.83,37.18,248.02,20.59,62.81,9045,High-Speed,Average,Night,83.81,1
2396,4.87,63.77,78.16,244.37,31.97,34.71,6036,Standard,Average,Evening,63.07,1
2714,0.71,47.68,44.82,219.13,47.17,12.92,8874,Standard,Good,Night,51.1,1
3266,0.7,75.82,83.98,218.8,12.52,83.88,2305,Eco,Good,Evening,53.07,1
3537,7.62,54.7,84.65,218.05,37.29,34.82,4214,Standard,Average,Evening,68.3,1
1649,2.45,113.29,86.6,246.9,38.97,81.69,4127,Standard,Good,Evening,58.7,1
2909,0.83,112.26,61.21,244.11,9.0,35.94,4916,High-Speed,Average,Morning,69.17,1
802,4.83,70.24,70.63,241.0,43.76,27.49,7288,High-Speed,Good,Evening,61.93,0
4869,5.03,52.79,76.71,225.71,41.59,97.65,2908,Standard,Average,Evening,75.83,1
1692,5.22,93.71,37.86,230.18,6.5,42.55,3703,Standard,Average,Morning,57.59,1
2830,2.21,23.67,66.06,228.57,9.1,64.12,4013,High-Speed,Good,Morning,57.68,0
3960,0.22,67.48,32.06,220.14,7.21,64.9,1519,Standard,Average,Morning,58.48,1
3176,7.72,53.63,59.85,230.2,20.06,60.44,2267,Standard,Average,Night,69.43,1
2733,2.08,112.05,39.29,211.22,27.92,92.32,2244,High-Speed,Average,Evening,71.07,1
2180,5.44,21.2,40.98,215.27,28.96,70.7,2267,High-Speed,Average,Night,69.5,1
4481,5.68,75.28,51.9,245.46,17.05,46.34,9852,High-Speed,Good,Night,78.19,1
2090,4.92,94.07,55.95,240.07,46.02,87.61,9468,Eco,Poor,Evening,70.17,1
2440,2.57,68.5,67.39,226.91,21.57,26.3,9560,Standard,Good,Night,56.19,1
3482,2.24,28.54,34.47,230.69,7.05,58.98,5991,High-Speed,Poor,Morning,66.06,1
1787,4.82,117.25,60.22,224.8,18.51,95.55,6636,Eco,Average,Morning,65.28,1
2018,6.94,71.8,40.96,239.63,28.9,66.29,1266,High-Speed,Poor,Evening,76.11,1
2155,7.58,81.42,64.44,241.37,23.37,83.53,3675,Eco,Good,Evening,58.16,0
4935,0.94,43.66,68.24,240.53,17.32,68.82,2941,High-Speed,Poor,Night,74.9,1
2360,1.32,68.35,63.4,238.9,10.91,85.54,1970,Standard,Average,Evening,58.0,1
2218,7.56,62.91,74.3,218.18,41.86,95.0,2986,Eco,Average,Morning,68.45,1
1754,5.92,27.49,50.14,223.52,49.83,34.56,259,Standard,Poor,Evening,60.39,0
1783,7.08,30.62,75.91,228.79,19.83,25.27,7343,Standard,Good,Evening,57.81,0
1774,1.7,103.75,55.97,223.23,22.17,53.56,3863,Standard,Average,Morning,60.96,0
4933,4.74,43.98,59.05,240.2,32.81,73.17,1155,Standard,Average,Evening,72.51,1
4772,5.64,39.5,68.89,223.17,37.33,30.45,433,High-Speed,Average,Night,82.0,1
1713,5.47,70.49,31.1,215.53,22.64,10.37,3696,Standard,Average,Night,62.31,1
836,3.32,96.87,69.24,225.96,45.72,40.86,7707,Standard,Average,Evening,61.7,0
4187,0.22,26.19,67.12,249.2,30.2,97.2,9183,Eco,Poor,Morning,56.87,1
2511,4.71,77.68,48.59,219.04,25.27,72.55,1462,High-Speed,Average,Morning,71.59,1
3820,2.1,31.92,35.15,234.49,34.1,46.12,1025,Eco,Average,Evening,51.6,0
1595,3.66,23.65,35.46,227.32,47.88,27.33,5619,Standard,Average,Night,55.96,1
4836,7.66,25.27,85.39,212.84,40.75,42.05,2543,High-Speed,Good,Morning,74.68,1
3911,3.25,103.42,71.36,229.52,6.8,25.29,4080,Eco,Good,Morning,60.21,1
2124,6.73,31.8,37.63,238.09,19.95,19.57,7360,Standard,Average,Night,60.73,1
1117,1.59,24.52,51.4,230.53,26.17,91.61,1519,Eco,Average,Night,46.11,1
3196,5.41,63.79,65.55,244.88,19.15,99.79,159,High-Speed,Good,Evening,71.57,1
2962,7.82,104.4,80.13,221.56,36.51,24.77,2624,Standard,Good,Morning,67.45,1
3545,0.9,46.24,32.62,213.45,42.18,14.91,3897,High-Speed,Average,Morning,62.76,1
2391,0.17,62.17,44.2,247.46,37.91,39.68,1678,High-Speed,Good,Morning,54.48,0
3911,3.53,23.99,83.38,225.13,49.52,51.55,7301,Standard,Good,Evening,58.73,1
4730,0.83,64.91,30.55,233.06,17.26,28.43,807,Standard,Average,Morning,58.86,1
